road_name,edge_id,length_meters,avg_deviation,max_deviation
Kullaiba Road_9,2658893219->4599113410,17.714701524910378,0,0
Hobart Road_5,285922527->285923171,17.266830549487572,0,0
Unnamed Road_4,285907338->285907350,16.56537314558676,0,0
Bavin Street_1,286119577->367125594,16.409816268233797,0,0
Lambton Road_17,362011404->1839861563,16.382382152558616,0,0
Bronte Road_1,367125595->1839861576,16.35982661589727,0,0
Cameron Street_1,1839861574->1839861575,16.267020787410516,0,0
Lang Road_2,1839861568->1839861571,16.264369209471848,0,0
Lambton Road_25,1839861566->1839861567,16.20047401657267,0,0
Australia Road_1,1967667746->2608920679,16.05560196653617,0,0
Unnamed Road_1,285907336->285907338,15.99811995318629,0,0
Dibbs Street_2,8528284071->8528284074,15.422399696321738,0,0
Unnamed Road_3,285907337->285907350,14.389263388900277,0,0
Curley Road_2,1839861577->3743489799,14.340550777049586,0,0
Kullaiba Road_15,4599113410->4599113412,14.223578009680638,0,0
Unnamed Road_2,285907336->285907337,13.693676739649838,0,0
Marina Avenue_1,285923206->367128369,13.575746319609413,0,0
Park Avenue_25,903719325->903719337,13.441249174621687,0,0
Hitchcock Avenue_2,367128370->367128376,13.42267871821025,0,0
Bridges Road_11,362011404->1839861567,13.337608950327882,0,0
Dibbs Street_3,8528284074->8530772748,13.228962653688852,0,0
Young Road_1,246010907->1839861538,13.161458588191136,0,0
Turton Road_9,1839861563->1839861566,13.02964486258999,0,0
Brown Road_5,367126917->3743489802,12.722405458725285,0,0
Unnamed Road_19,2676303872->2676303890,12.59461620151118,0,0
Moonbi Street_1,1843667509->2608920687,12.475914696131595,18.95078594901817,26.062554173125445
Park Avenue_21,903719288->903719305,12.456166150695008,0,0
Birdwood Street_3,276839789->276839790,12.352011324580758,17.1349967328851,22.135804683587693
Unnamed Road_17,2676303869->2676303872,12.340557475605621,0,0
Unnamed Road_20,2676303887->2676303890,12.288125030765935,0,0
Henderson Street_2,367128371->4414732069,12.15522603248678,0,0
Jean Street_1,285923984->1843667495,12.03230117569919,15.379457967601292,19.512556103736035
Unnamed Road_18,2676303869->2676303887,12.010563813221676,0,0
Kullaiba Road_14,3488644760->4599113412,11.999370444757073,0,0
Monash Road_6,1839861547->1839861548,11.959771997425749,0,0
Unnamed Road_28,3336072231->3336072242,11.921073329448713,0,0
Northcott Drive_6,903719305->903719337,11.891847024935247,0,0
Northcott Drive_3,903719288->903719325,11.808520615349613,0,0
Kullaiba Road_6,1453639318->1453639332,11.48511557634075,0,0
Kullaiba Road_1,174778963->1453639332,11.44224253681682,0,0
Wade Street_1,2692248523->4664867843,10.98643559109058,0,0
Unnamed Road_15,2658879567->10130363628,10.981894889809512,0,0
Unnamed Road_16,2658879567->3336072234,10.724832956472515,0,0
Noel Avenue_1,176399672->903719287,10.442692624032938,0,0
Bradford Close_2,1926352191->2659023478,10.338345128639935,0,0
Henley Street_1,285924122->2608920685,10.21714354059803,18.205998570703105,23.984829555200083
Lexington Parade_1,249343640->2659075988,9.892800066123952,0,0
Longworth Avenue_1,286118915->286119557,9.447889714336176,0,0
Orchardtown Road_4,276839882->6144518511,8.814811724961475,0,0
Collaroy Road_2,445402383->6136668216,8.612815637773474,0,0
Northcott Drive_2,174778963->1453639318,8.140591041108534,0,0
Unnamed Road_26,3336072228->3336072234,7.9712428478015385,0,0
Kullaiba Road_13,3488644760->4599113410,7.874468827276913,0,0
Park Avenue_14,284966533->12038672019,7.318761735281668,0,0
Wickham Road_6,6027609579->6027609580,7.3028137477822845,0,0
Park Avenue_17,286098496->8528284074,7.2625697858710865,0,0
Park Avenue_24,903719322->12038672027,7.206042706119965,0,0
Kullaiba Road_17,12038672019->12038672027,6.115612740665966,0,0
Kullaiba Road_7,2658893207->2658893219,6.070641916511921,0,0
Kullaiba Road_3,284966533->903719322,5.7989381507589615,0,0
Unnamed Road_27,3336072228->3336072231,5.314225518420287,0,0
Brisbane Water Road_4,285732109->8562026838,4.933947740987172,0,0
Glebe Road_8,285732085->5494239660,3.4093203484215904,0,0
Durham Road_5,285923063->4277621979,3.199282857199798,0,0
Orchardtown Road_18,6144518497->12446969779,2.8325103830049407,0,0
Unnamed Road_29,3336072242->10130363628,2.6958393996244236,0,0
Durham Road_9,1843667258->4277621979,2.441652637260672,0,0
Unnamed Road_21,2676461902->8172070487,2.3658658659052825,0,0
Unnamed Road_23,2676461913->7095701987,2.0951842038435182,0,0
