segment_id,osm_id,node_u,node_v,name,road_type,length,has_geometry
"[883007255, 1221729711]_285923815_285923825","[883007255, 1221729711]",285923815,285923825,Royal Street,secondary,114.721,True
1221729712_285923815_3216916599,1221729712,285923815,3216916599,,secondary,7.8260000000000005,True
303560142_285923820_285923825,303560142,285923820,285923825,Royal Street,secondary,56.423,True
303560142_285923820_285923859,303560142,285923820,285923859,Royal Street,secondary,47.812,True
195910817_285923820_2063026290,195910817,285923820,2063026290,William Street,residential,233.977,True
"[822222314, 173577831]_285923825_285923830","[822222314, 173577831]",285923825,285923830,Portland Place,residential,161.82800000000003,True
173577831_285923830_1843667428,173577831,285923830,1843667428,Portland Place,residential,82.237,True
232951370_285923830_285923858,232951370,285923830,285923858,Cromwell Street,residential,122.316,True
308842390_285923857_1843667447,308842390,285923857,1843667447,Regent Street,tertiary,169.639,True
308842389_285923857_1843667428,308842389,285923857,1843667428,Regent Street,tertiary,97.415,True
1322490625_285923857_1843667439,1322490625,285923857,1843667439,Carrington Parade,residential,121.28900000000002,True
173577852_285923858_285923859,173577852,285923858,285923859,Oxford Street,residential,162.701,True
"[822222315, 303560142]_285923859_1843667451","[822222315, 303560142]",285923859,1843667451,Royal Street,secondary,136.01399999999998,True
573325160_285923886_2608920684,573325160,285923886,2608920684,Queens Road,residential,10.604,True
173175105_285923886_1843667466,173175105,285923886,1843667466,Queens Road,residential,62.206,True
419698279_285923886_285923897,419698279,285923886,285923897,Bridges Road,primary,81.316,True
173577891_285923897_1843667466,173577891,285923897,1843667466,Musgrove Street,residential,151.134,True
419698279_285923897_285924122,419698279,285923897,285924122,Bridges Road,primary,61.824,True
255164744_1843667444_2063026290,255164744,1843667444,2063026290,Bridges Road,primary,16.487,True
"[235918160, 235918154]_285923927_285924033","[235918160, 235918154]",285923927,285924033,"['Freyberg Street', 'Knight Street']",residential,172.124,True
235918160_285923927_1843667517,235918160,285923927,1843667517,Freyberg Street,residential,261.12899999999996,True
535205172_285923927_1843667503,535205172,285923927,1843667503,Birdwood Street,residential,241.10199999999998,True
415483041_285923942_1840020223,415483041,285923942,1840020223,Orchardtown Road,tertiary,25.527,True
173174988_285923942_1840020227,173174988,285923942,1840020227,Blamey Avenue,residential,18.015,True
"[415483041, 1221729709]_285923942_8975857810","[415483041, 1221729709]",285923942,8975857810,Orchardtown Road,tertiary,101.35199999999999,True
173577907_285923984_1843667495,173577907,285923984,1843667495,Jean Street,residential,12.009,True
173577850_285923984_1843667508,173577850,285923984,1843667508,Roslyn Street,residential,151.37,True
173577907_285923984_1843667499,173577907,285923984,1843667499,Jean Street,residential,111.536,True
235918154_285924033_285924037,235918154,285924033,285924037,Knight Street,residential,198.178,True
"[173577875, 235918158]_285924033_1843667502","[173577875, 235918158]",285924033,1843667502,"['Nelson Street', 'Rudge Street']",residential,299.205,True
173577918_285924037_1843667502,173577918,285924037,1843667502,Rydal Street,residential,93.275,True
173577918_285924037_1843667498,173577918,285924037,1843667498,Rydal Street,residential,92.473,True
1322490620_285924037_1843667490,1322490620,285924037,1843667490,Knight Street,residential,93.421,True
173577868_285924122_2608920685,173577868,285924122,2608920685,Henley Street,residential,10.2,True
173577868_285924122_1843667490,173577868,285924122,1843667490,Henley Street,residential,264.859,True
419698279_285924122_1843667504,419698279,285924122,1843667504,Bridges Road,primary,101.056,True
"[918532440, 611263071]_286098496_903719290","[918532440, 611263071]",286098496,903719290,Park Avenue,secondary,45.184,True
918257318_286098496_8528284071,918257318,286098496,8528284071,Dibbs Street,residential,19.824,True
580178234_286098496_8528284074,580178234,286098496,8528284074,Park Avenue,secondary,7.259,True
173577901_286118915_286119557,173577901,286118915,286119557,Longworth Avenue,residential,9.453,True
"[173577899, 212658676]_286118915_1843667460","[173577899, 212658676]",286118915,1843667460,Poitrel Street,residential,186.45,True
173577901_286118915_1843667444,173577901,286118915,1843667444,Longworth Avenue,residential,121.724,True
158620850_286118925_769203705,158620850,286118925,769203705,Bala Road,residential,60.37,True
158620850_286118925_286119794,158620850,286118925,286119794,Bala Road,residential,127.10199999999999,True
212152656_286118925_769203723,212152656,286118925,769203723,Teralba Road,residential,70.818,True
173577900_286118933_1843667491,173577900,286118933,1843667491,Errington Avenue,residential,102.99000000000001,True
"[418259545, 611263082]_286118933_1843667476","[418259545, 611263082]",286118933,1843667476,Saint James Road,secondary,261.843,True
173159998_286118961_2063026294,173159998,286118961,2063026294,Sketchley Parade,residential,43.644000000000005,True
261166338_286118961_2063026286,261166338,286118961,2063026286,Jellicoe Parade,residential,104.62,True
"[132077776, 261166340, 132077775]_286118961_6137125727","[132077776, 261166340, 132077775]",286118961,6137125727,"['Mackie Avenue', 'Sketchley Parade']",residential,317.252,True
173160027_286118983_286119087,173160027,286118983,286119087,Mandalong Road,residential,91.935,True
"[173160027, 25027079]_286118983_286119016","[173160027, 25027079]",286118983,286119016,"['Bryant Street', 'Mandalong Road']",residential,95.232,True
"[173159987, 200702395]_286118983_1839861619","[173159987, 200702395]",286118983,1839861619,Gosford Road,residential,290.05,True
202062390_286119006_1839861581,202062390,286119006,1839861581,Newton Street,residential,46.193,True
173160024_286119006_1839861571,173160024,286119006,1839861571,Lang Road,residential,143.983,True
"[173160040, 822222318, 202062390]_286119006_1839861575","[173160040, 822222318, 202062390]",286119006,1839861575,"['Newton Street', 'Cameron Street']",residential,311.316,True
"[571751019, 26102262]_286119016_5494239660","[571751019, 26102262]",286119016,5494239660,Morgan Street,residential,300.574,True
"[688568538, 170545516]_286119052_362011394","[688568538, 170545516]",286119052,362011394,Saint James Road,secondary,109.505,True
"[132077776, 261166339]_286119052_6137125727","[132077776, 261166339]",286119052,6137125727,Mackie Avenue,residential,258.48699999999997,True
173160031_286119087_286119679,173160031,286119087,286119679,Narara Road,residential,335.743,True
173159998_286119396_2063026294,173159998,286119396,2063026294,Sketchley Parade,residential,102.417,True
173577854_286119396_286119557,173577854,286119396,286119557,Lille Street,residential,175.032,True
173159998_286119396_2063026250,173159998,286119396,2063026250,Sketchley Parade,residential,180.34099999999998,True
173159999_286119437_286119679,173159999,286119437,286119679,Kyle Road,residential,71.08,True
61405537_286119513_286119794,61405537,286119513,286119794,Brunker Road,secondary,85.636,True
32656222_286119531_1862834363,32656222,286119531,1862834363,Perth Road,residential,207.041,True
173577901_286119541_1843667458,173577901,286119541,1843667458,Longworth Avenue,residential,39.504,True
173577901_286119541_286119557,173577901,286119541,286119557,Longworth Avenue,residential,92.709,True
173577853_286119541_2063026294,173577853,286119541,2063026294,Meadow Road,residential,210.329,True
173160008_286119551_286119840,173160008,286119551,286119840,Evans Road,residential,110.964,True
175721904_286119577_367125594,175721904,286119577,367125594,Bavin Street,residential,16.451,True
"[688558142, 688558141, 688558150]_286119577_1839861576","[688558142, 688558141, 688558150]",286119577,1839861576,Lambton Road,primary,244.15099999999998,True
688558151_286119577_1967667746,688558151,286119577,1967667746,Lambton Road,primary,73.975,True
173159999_286119679_1839861619,173159999,286119679,1839861619,Kyle Road,residential,49.392,True
212152656_286119840_769203723,212152656,286119840,769203723,Teralba Road,residential,91.712,True
212152656_286119840_769203720,212152656,286119840,769203720,Teralba Road,residential,76.85300000000001,True
32656230_287003447_367126633,32656230,287003447,367126633,Brown Road,unclassified,20.229,True
32656230_287003447_337354167,32656230,287003447,337354167,Brown Road,unclassified,136.74,True
"[229043984, 32656228, 688558149]_287003447_1967667746","[229043984, 32656228, 688558149]",287003447,1967667746,"['Australia Road', 'Tara Road']",unclassified,202.707,True
443969298_337344521_337344524,443969298,337344521,337344524,Hobart Road,residential,55.868,True
32659066_337344524_337344529,32659066,337344524,337344529,Hobart Road,residential,20.084,True
443969298_337344524_367128369,443969298,337344524,367128369,Hobart Road,residential,118.88300000000001,True
1301238056_337344529_6134998010,1301238056,337344529,6134998010,Hobart Road,residential,47.093999999999994,True
"[688558165, 883623375]_337354143_3743489802","[688558165, 883623375]",337354143,3743489802,Lambton Road,primary,66.176,True
378378889_337354143_367126917,378378889,337354143,367126917,Lambton Road,primary,61.03699999999999,True
30534322_337354167_3743489802,30534322,337354167,3743489802,Brown Road,unclassified,35.978,True
"[584721976, 76700930, 279115684, 584721973]_355007422_12038672027","[584721976, 76700930, 279115684, 584721973]",355007422,12038672027,Park Avenue,secondary,173.14399999999995,True
1299638356_355007422_12038672642,1299638356,355007422,12038672642,,secondary_link,45.895,True
1299638357_355007422_12038672648,1299638357,355007422,12038672648,,secondary_link,45.925,True
261321509_355013031_1843667522,261321509,355013031,1843667522,Court Street,residential,204.191,True
212152656_355013052_1436939673,212152656,355013052,1436939673,Teralba Road,residential,226.37599999999998,True
212152656_355013052_769203760,212152656,355013052,769203760,Teralba Road,residential,40.702,True
32009871_359020680_359020704,32009871,359020680,359020704,,primary_link,84.921,True
490457968_359020680_362011404,490457968,359020680,362011404,Turton Road,primary,72.992,True
"[688597073, 784820850]_359020680_1839861548","[688597073, 784820850]",359020680,1839861548,Turton Road,primary,269.347,True
"[688558134, 688558135]_359020704_1839861568","[688558134, 688558135]",359020704,1839861568,Lambton Road,primary,95.541,True
332381297_359020704_362011404,332381297,359020704,362011404,Lambton Road,primary,49.897999999999996,True
"[170545514, 173159982]_362011394_1843667522","[170545514, 173159982]",362011394,1843667522,"['Glebe Road', 'Saint James Road']",secondary,127.798,True
"[232951011, 173160045]_362011394_1839861581","[232951011, 173160045]",362011394,1839861581,Kings Road,residential,1000.7850000000002,True
173577944_362011394_1843667533,173577944,362011394,1843667533,Kings Road,residential,377.11499999999995,True
298242850_362011404_1839861567,298242850,362011404,1839861567,Bridges Road,primary,13.347,True
332381299_362011404_1839861563,332381299,362011404,1839861563,Lambton Road,primary,16.349,True
"[175721904, 32656222]_367125594_1862834363","[175721904, 32656222]",367125594,1862834363,"['Bavin Street', 'Perth Road']",residential,313.556,True
573325162_367125594_2608920679,573325162,367125594,2608920679,Lambton Road,primary,73.477,True
"[688558146, 688558147, 688558156, 688558154]_367125594_367125595","[688558146, 688558147, 688558156, 688558154]",367125594,367125595,Lambton Road,primary,244.478,True
175721903_367125595_1839861576,175721903,367125595,1839861576,Bronte Road,residential,16.401,True
175721903_367125595_1862834363,175721903,367125595,1862834363,Bronte Road,residential,72.464,True
688558145_367125595_1839861574,688558145,367125595,1839861574,Lambton Road,primary,33.402,True
490457969_367125797_1956536856,490457969,367125797,1956536856,Bridges Road,primary,37.322,True
332381293_367125797_1956532188,332381293,367125797,1956532188,Bridges Road,primary,86.98400000000001,True
30534322_367126917_3743489802,30534322,367126917,3743489802,Brown Road,unclassified,12.756,True
"[688558161, 378378890]_367126917_1839861577","[688558161, 378378890]",367126917,1839861577,Lambton Road,primary,91.033,True
32656495_367128369_367128370,32656495,367128369,367128370,Hobart Road,residential,99.709,True
443969300_367128370_367128376,443969300,367128370,367128376,Hitchcock Avenue,residential,13.441,True
32656495_367128370_367128371,32656495,367128370,367128371,Hobart Road,residential,81.24799999999999,True
443969301_367128371_4414732069,443969301,367128371,4414732069,Henderson Street,residential,12.175,True
170216209_367128376_4414732069,170216209,367128376,4414732069,Hobart Road,residential,80.627,True
32802805_369643079_1840020223,32802805,369643079,1840020223,Myra Street,residential,127.52199999999999,True
34109940_390998555_390998746,34109940,390998555,390998746,Hall Street,residential,103.969,True
454125586_417729871_4507476245,454125586,417729871,4507476245,Alma Road,primary,12.52,True
173577915_417729871_4507476246,173577915,417729871,4507476246,Cromwell Street,residential,19.095,True
888013810_417729871_7013608463,888013810,417729871,7013608463,Lambton Road,primary,43.214,True
"[254775210, 271353530, 271353531]_419517731_8528284071","[254775210, 271353530, 271353531]",419517731,8528284071,"['Dibbs Street', 'Fletcher Street', 'Gow Street']",residential,320.179,True
"[254775203, 580178229]_419517731_903719290","[254775203, 580178229]",419517731,903719290,Park Avenue,residential,81.68900000000001,True
173577938_419735094_1843667429,173577938,419735094,1843667429,Victoria Street,residential,215.767,True
"[308842392, 822222316]_419735094_3216916599","[308842392, 822222316]",419735094,3216916599,Victoria Street,residential,154.963,True
"[173577872, 822222317]_419735094_3360641419","[173577872, 822222317]",419735094,3360641419,Burke Street,residential,201.63899999999998,True
654905173_445402383_6136668216,654905173,445402383,6136668216,Collaroy Road,residential,8.597,True
173577879_445402383_1843667396,173577879,445402383,1843667396,Baker Street,residential,111.003,True
59632953_739711945_739712119,59632953,739711945,739712119,Hobart Road,residential,28.71,True
61731601_769203719_769203720,61731601,769203719,769203720,Dora Road,residential,49.708,True
212152656_769203720_769203760,212152656,769203720,769203760,Teralba Road,residential,222.403,True
61731603_769203722_769203723,61731603,769203722,769203723,Hay Road,residential,65.894,True
61731611_769203760_769203761,61731611,769203760,769203761,Olney Road,residential,74.55199999999999,True
"[419698283, 580178239]_903719287_903719288","[419698283, 580178239]",903719287,903719288,Park Avenue,secondary,73.327,True
530744668_903719288_903719325,530744668,903719288,903719325,Northcott Drive,primary,11.831,True
580178236_903719288_903719305,580178236,903719288,903719305,Park Avenue,secondary,12.431,True
"[415483032, 731235025, 530744667]_903719288_1453639332","[415483032, 731235025, 530744667]",903719288,1453639332,Northcott Drive,primary,208.767,True
"[611263089, 419698282, 327527401]_903719305_1453639318","[611263089, 419698282, 327527401]",903719305,1453639318,Northcott Drive,primary,205.83499999999998,True
419698284_903719305_903719337,419698284,903719305,903719337,Northcott Drive,primary,11.917,True
"[419698286, 530744669, 1139092853, 530744670]_903719305_2659075988","[419698286, 530744669, 1139092853, 530744670]",903719305,2659075988,Park Avenue,secondary,296.504,True
419698303_903719322_2659075988,419698303,903719322,2659075988,Park Avenue,secondary,146.42100000000002,True
"[1299638098, 530744674]_903719322_11548130693","[1299638098, 530744674]",903719322,11548130693,Kullaiba Road,unclassified,95.621,True
1299688736_903719322_12038672027,1299688736,903719322,12038672027,Park Avenue,secondary,7.191,True
418259552_903719325_903719337,418259552,903719325,903719337,Park Avenue,secondary,13.415,True
"[792011474, 1139092850, 1139092851, 1322033078, 1322033080, 472269082, 418259551]_903719325_2692248523","[792011474, 1139092850, 1139092851, 1322033078, 1322033080, 472269082, 418259551]",903719325,2692248523,Northcott Drive,primary,508.837,True
"[22882184, 688568561]_939119128_1843667509","[22882184, 688568561]",939119128,1843667509,Bridges Road,primary,266.285,True
419698281_939119128_2676461902,419698281,939119128,2676461902,,primary,23.702,True
904926011_939119128_7095701989,904926011,939119128,7095701989,,primary,4.276,True
446614996_1436939673_2375001656,446614996,1436939673,2375001656,Glebe Road,secondary,60.922,True
"[1319960202, 130457261]_1436939674_1436939676","[1319960202, 130457261]",1436939674,1436939676,Victoria Street,residential,128.441,True
200537744_1436939674_2375001658,200537744,1436939674,2375001658,Wood Street,residential,114.793,True
26102250_1436939676_2375001656,26102250,1436939676,2375001656,Bourke Street,residential,116.985,True
731235027_1453639318_2658893219,731235027,1453639318,2658893219,Kullaiba Road,unclassified,163.60899999999998,True
415483030_1453639318_1453639332,415483030,1453639318,1453639332,Kullaiba Road,unclassified,11.47,True
"[731235024, 418259550]_1453639332_2659023478","[731235024, 418259550]",1453639332,2659023478,Northcott Drive,primary,111.441,True
"[326904440, 688597069]_1839861538_1839861548","[326904440, 688597069]",1839861538,1839861548,Turton Road,primary,231.202,True
822222309_1839861547_1839861548,822222309,1839861547,1839861548,Monash Road,residential,11.936,True
784818801_1839861547_1839861553,784818801,1839861547,1839861553,Turton Road,primary,155.102,True
"[784818800, 784818801]_1839861553_1839861560","[784818800, 784818801]",1839861553,1839861560,Turton Road,primary,148.337,True
332381305_1839861560_1839861563,332381305,1839861560,1839861563,Turton Road,primary,41.163,True
185078369_1839861560_6134998010,185078369,1839861560,6134998010,,primary_link,80.063,True
305981295_1839861563_1839861566,305981295,1839861563,1839861566,Turton Road,primary,13.039,True
688568564_1839861563_6134998010,688568564,1839861563,6134998010,Lambton Road,primary,47.121,True
32656494_1839861566_1956536838,32656494,1839861566,1956536838,Lambton Road,primary,62.829,True
332381298_1839861566_1839861567,332381298,1839861566,1839861567,Lambton Road,primary,16.168,True
291023334_1839861566_1956536856,291023334,1839861566,1956536856,Bridges Road,primary,66.456,True
784818802_1839861567_1956532188,784818802,1839861567,1956532188,Bridges Road,primary,28.910000000000004,True
573325149_1839861567_1956536851,573325149,1839861567,1956536851,Lambton Road,primary,43.5,True
173160024_1839861568_1839861571,173160024,1839861568,1839861571,Lang Road,residential,16.305,True
"[688558144, 688558139, 688558143]_1839861568_1839861574","[688558144, 688558139, 688558143]",1839861568,1839861574,Lambton Road,primary,159.469,True
688558136_1839861571_1956536851,688558136,1839861571,1956536851,Lambton Road,primary,108.409,True
"[688558137, 688558138, 688558140]_1839861571_1839861575","[688558137, 688558138, 688558140]",1839861571,1839861575,Lambton Road,primary,160.621,True
1322373483_1839861573_1839861577,1322373483,1839861573,1839861577,Curley Road,tertiary,67.61,True
173160040_1839861574_1839861575,173160040,1839861574,1839861575,Cameron Street,residential,16.309,True
688558140_1839861575_1839861576,688558140,1839861575,1839861576,Lambton Road,primary,32.635,True
573325148_1839861577_3743489799,573325148,1839861577,3743489799,Curley Road,tertiary,14.377,True
"[688558153, 573325151]_1839861577_2608920679","[688558153, 573325151]",1839861577,2608920679,Lambton Road,primary,77.252,True
202062390_1839861581_2120440767,202062390,1839861581,2120440767,Newton Street,residential,78.839,True
261166338_1839861589_2063026286,261166338,1839861589,2063026286,Jellicoe Parade,residential,104.734,True
173159996_1839861589_1843667427,173159996,1839861589,1843667427,Glossop Street,residential,217.63699999999997,True
446614997_1839861628_4572931369,446614997,1839861628,4572931369,Glebe Road,secondary,36.787,True
173175072_1840020219_1840020227,173175072,1840020219,1840020227,Orchardtown Road,residential,34.449,True
415483041_1840020223_1843667517,415483041,1840020223,1843667517,Orchardtown Road,tertiary,55.547000000000004,True
"[235918155, 173174988]_1840020227_1843667514","[235918155, 173174988]",1840020227,1843667514,"['Blamey Avenue', 'Aldyth Street']",residential,259.001,True
173175072_1840020227_1840020232,173175072,1840020227,1840020232,Orchardtown Road,residential,82.672,True
173174974_1840020232_1843667530,173174974,1840020232,1843667530,Dunkley Avenue,residential,188.75,True
173175072_1840020232_1840020240,173175072,1840020232,1840020240,Orchardtown Road,residential,30.034,True
173175087_1840020256_1843667515,173175087,1840020256,1843667515,Penman Street,residential,385.12899999999996,True
"[26150776, 472269078, 446614030]_1840020256_2659023478","[26150776, 472269078, 446614030]",1840020256,2659023478,Northcott Drive,primary,290.252,True
472269078_1840020256_8172070487,472269078,1840020256,8172070487,Northcott Drive,primary,84.725,True
173174999_1840020259_1840020271,173174999,1840020259,1840020271,Ball Street,residential,88.222,True
173175033_1840020259_4364680700,173175033,1840020259,4364680700,Freeman Street,residential,72.671,True
173175036_1840020267_1843667521,173175036,1840020267,1843667521,Fairfield Avenue,residential,295.023,True
173175096_1840020273_12446969783,173175096,1840020273,12446969783,Fay Avenue,residential,161.306,True
173175083_1840020278_1840020291,173175083,1840020278,1840020291,Aldyth Street,residential,93.299,True
655868220_1840020278_6144518511,655868220,1840020278,6144518511,Woodlands Avenue,residential,225.018,True
244673314_1840020279_1840020292,244673314,1840020279,1840020292,Allan Street,residential,193.103,True
173175086_1840020284_1840020286,173175086,1840020284,1840020286,Eighth Street,residential,81.737,True
173175099_1840020291_1840020314,173175099,1840020291,1840020314,Meredith Street,residential,301.88,True
415483046_1840020292_1840020314,415483046,1840020292,1840020314,Grinsell Street,residential,438.793,True
461776404_1840020314_1840020315,461776404,1840020314,1840020315,Grinsell Street,residential,33.918,True
200856992_1840020316_1840020331,200856992,1840020316,1840020331,Garden Grove Parade,residential,120.061,True
"[688597056, 1324283252]_1843582760_1843582800","[688597056, 1324283252]",1843582760,1843582800,Turton Road,primary,84.09599999999999,True
380684833_1843667257_1843667280,380684833,1843667257,1843667280,Durham Road,tertiary,251.49299999999997,True
"[383586691, 822222311]_1843667257_1843667295","[383586691, 822222311]",1843667257,1843667295,"['Karoola Road', 'Womboin Road']",residential,395.32599999999996,True
185076116_1843667258_4277621979,185076116,1843667258,4277621979,Durham Road,residential,2.437,True
173577876_1843667262_1843667290,173577876,1843667262,1843667290,Dan Close,residential,73.025,True
428676272_1843667295_4277621979,428676272,1843667295,4277621979,Orlando Road,residential,134.817,True
173577927_1843667298_1843667320,173577927,1843667298,1843667320,Noela Avenue,residential,82.538,True
"[654742103, 173577927]_1843667298_1843667298","[654742103, 173577927]",1843667298,1843667298,Noela Avenue,residential,94.07699999999998,True
"[173577927, 654742103]_1843667298_1843667298","[173577927, 654742103]",1843667298,1843667298,Noela Avenue,residential,94.077,True
173577924_1843667312_1843667315,173577924,1843667312,1843667315,Hawkins Street,residential,33.749,True
173577924_1843667315_1843667358,173577924,1843667315,1843667358,Hawkins Street,residential,252.826,True
173577848_1843667344_1843667366,173577848,1843667344,1843667366,Tauranga Road,unclassified,98.111,True
173577954_1843667346_1843667350,173577954,1843667346,1843667350,Chiplin Street,residential,51.552,True
263171730_1843667346_1843667368,263171730,1843667346,1843667368,Florida Avenue,residential,172.38399999999996,True
173577954_1843667350_1843667358,173577954,1843667350,1843667358,Chiplin Street,residential,51.815,True
263171729_1843667350_1843667369,263171729,1843667350,1843667369,Mirral Crescent,residential,106.46,True
173577843_1843667352_2676303872,173577843,1843667352,2676303872,Rugby Road,residential,118.46700000000001,True
788303537_1843667352_1843667366,788303537,1843667352,1843667366,Hobart Road,residential,65.862,True
173577924_1843667358_1843667380,173577924,1843667358,1843667380,Hawkins Street,residential,77.65,True
173577867_1843667366_1843667382,173577867,1843667366,1843667382,Taragna Road,unclassified,101.29,True
263171729_1843667368_1843667369,263171729,1843667368,1843667369,Mirral Crescent,residential,121.023,True
263171727_1843667369_2688005561,263171727,1843667369,2688005561,Adina Place,residential,38.491,True
1308574128_1843667382_7013608464,1308574128,1843667382,7013608464,Taragna Road,unclassified,82.492,True
173577833_1843667384_1843667390,173577833,1843667384,1843667390,Regent Street,residential,50.137,True
454126461_1843667384_2676303887,454126461,1843667384,2676303887,Rugby Road,residential,114.414,True
308866812_1843667386_1843667398,308866812,1843667386,1843667398,Brett Street,residential,105.39800000000001,True
"[688596914, 688596916]_1843667386_2678502916","[688596914, 688596916]",1843667386,2678502916,Russell Road,primary,192.588,True
"[688596915, 173577838]_1843667386_1843667394","[688596915, 173577838]",1843667386,1843667394,Russell Road,primary,290.35999999999996,True
232951008_1843667390_1843667405,232951008,1843667390,1843667405,Regent Street,tertiary,126.028,True
688568554_1843667390_4507476245,688568554,1843667390,4507476245,Alma Road,primary,113.035,True
173577838_1843667394_1843667396,173577838,1843667394,1843667396,Russell Road,primary,170.573,True
173577900_1843667491_6137125728,173577900,1843667491,6137125728,Errington Avenue,residential,115.066,True
173577937_1843667394_6027609579,173577937,1843667394,6027609579,Wickham Road,residential,114.99900000000001,True
"[173160001, 173577838]_1843667396_5633823575","[173160001, 173577838]",1843667396,5633823575,"['Russell Road', 'Rugby Road']",primary,186.906,True
173577869_1843667398_1843667414,173577869,1843667398,1843667414,Brett Street,residential,121.94,True
"[256663937, 232951371]_1843667398_1843667400","[256663937, 232951371]",1843667398,1843667400,"['Croudace Street', 'Curzon Road']",residential,317.82599999999996,True
308866814_1843667398_3141573806,308866814,1843667398,3141573806,Curzon Road,residential,567.65,True
173577920_1843667400_1843667414,173577920,1843667400,1843667414,Carrington Parade,residential,212.817,True
315564684_1843667402_1843667409,315564684,1843667402,1843667409,Royal Place,secondary,39.47,True
311182043_1843667402_1843667408,311182043,1843667402,1843667408,Russell Road,residential,50.62100000000001,True
212658682_1843667405_1843667407,212658682,1843667405,1843667407,Russell Road,residential,83.43299999999999,True
232951375_1843667405_1843667415,232951375,1843667405,1843667415,Regent Street,tertiary,82.16600000000001,True
212658682_1843667407_1843667408,212658682,1843667407,1843667408,Russell Road,residential,92.98599999999999,True
454125587_1843667407_4507476246,454125587,1843667407,4507476246,Cromwell Street,residential,115.14899999999999,True
311182042_1843667408_1843667409,311182042,1843667408,1843667409,Russell Road,residential,54.49,True
607730836_1843667409_3216916600,607730836,1843667409,3216916600,Royal Street,secondary,97.83099999999999,True
308866813_1843667414_1843667431,308866813,1843667414,1843667431,Carrington Parade,residential,321.47,True
308842389_1843667415_1843667428,308842389,1843667415,1843667428,Regent Street,tertiary,93.17500000000001,True
173577831_1843667424_1843667428,173577831,1843667424,1843667428,Portland Place,residential,121.427,True
443249881_1843667424_1843667424,443249881,1843667424,1843667424,Portland Place,residential,429.475,True
535205971_1843667424_1843667439,535205971,1843667424,1843667439,Evescourt Road,residential,123.899,True
329228882_1843667427_1843667429,329228882,1843667427,1843667429,Bridges Road,primary,34.653,True
1221729713_1843667429_2063026231,1221729713,1843667429,2063026231,Bridges Road,primary,73.308,True
173577863_1843667433_1843667434,173577863,1843667433,1843667434,Carrington Parade,residential,82.17200000000001,True
308866505_1843667434_3141573806,308866505,1843667434,3141573806,Curzon Road,residential,56.202000000000005,True
308842388_1843667434_3141573810,308842388,1843667434,3141573810,Carrington Parade,residential,80.594,True
173577837_1843667439_1843667441,173577837,1843667439,1843667441,Evescourt Road,residential,50.892,True
308866504_1843667439_3141573810,308866504,1843667439,3141573810,Carrington Parade,residential,131.811,True
232951372_1843667440_1843667441,232951372,1843667440,1843667441,Addison Road,residential,116.989,True
232951377_1843667440_1843667443,232951377,1843667440,1843667443,Addison Road,residential,283.296,True
173577837_1843667441_1843667445,173577837,1843667441,1843667445,Evescourt Road,residential,105.97099999999999,True
232951378_1843667442_1843667443,232951378,1843667442,1843667443,Addison Road,residential,109.788,True
173577837_1843667445_1843667469,173577837,1843667445,1843667469,Evescourt Road,residential,271.093,True
173577948_1843667445_1843667449,173577948,1843667445,1843667449,Saint James Road,residential,150.46,True
235918162_1843667445_1843667447,235918162,1843667445,1843667447,Saint James Road,residential,120.682,True
308842390_1843667447_1843667454,308842390,1843667447,1843667454,Regent Street,tertiary,120.99,True
173577870_1843667449_1843667467,173577870,1843667449,1843667467,High Street,residential,207.134,True
173577948_1843667449_5096777787,173577948,1843667449,5096777787,Saint James Road,residential,215.149,True
173577887_1843667454_1843667466,173577887,1843667454,1843667466,Fleet Street,residential,318.811,True
308842390_1843667454_1843667471,308842390,1843667454,1843667471,Regent Street,tertiary,136.392,True
173577948_1843667456_5096777787,173577948,1843667456,5096777787,Saint James Road,residential,182.54999999999998,True
212658676_1843667460_1843667465,212658676,1843667460,1843667465,Poitrel Street,residential,64.12,True
173577840_1843667460_1843667476,173577840,1843667460,1843667476,Saint Georges Road,residential,174.951,True
173577900_1843667461_1843667475,173577900,1843667461,1843667475,Errington Avenue,residential,97.563,True
535205166_1843667464_1843667467,535205166,1843667464,1843667467,Queens Road,tertiary,71.63,True
235918156_1843667464_1843667488,235918156,1843667464,1843667488,Orchardtown Road,tertiary,128.382,True
794204305_1843667464_1843667473,794204305,1843667464,1843667473,Queens Road,residential,250.48899999999998,True
173175105_1843667466_1843667471,173175105,1843667466,1843667471,Queens Road,residential,307.031,True
535205166_1843667467_1843667469,535205166,1843667467,1843667469,Queens Road,tertiary,121.699,True
535205169_1843667469_1843667470,535205169,1843667469,1843667470,Queens Road,tertiary,68.519,True
788303536_1843667470_1843667471,788303536,1843667470,1843667471,Queens Road,tertiary,51.685,True
235918161_1843667470_1843667484,235918161,1843667470,1843667484,Birdwood Street,residential,98.189,True
173577844_1843667472_1843667475,173577844,1843667472,1843667475,Warren Avenue,residential,71.67,True
235918155_1843667473_1843667492,235918155,1843667473,1843667492,Aldyth Street,residential,136.618,True
"[235918160, 794204305, 235918159]_1843667473_1843667514","[235918160, 794204305, 235918159]",1843667473,1843667514,"['Freyberg Street', 'Queens Road', 'Mahogany Drive']",residential,549.674,True
173577900_1843667475_6137125728,173577900,1843667475,6137125728,Errington Avenue,residential,19.385,True
173577866_1843667478_1843667491,173577866,1843667478,1843667491,Bennett Avenue,residential,130.75799999999998,True
