cycle_number,edge_number,node_from,node_to,osm_id,expected_segment_id,edge_exists_in_graph,length,name,highway
17,35,344185278,33628472,9495978,9495978_33628472_344185278,True,61.94,Radnor Bridge Road,tertiary
17,36,33628472,344185290,5133449,5133449_33628472_344185290,True,62.649,East Cliff Gardens,residential
17,37,344185290,344185278,30954383,30954383_344185278_344185290,True,83.24399999999999,East Cliff Gardens,residential
17,38,344185278,1681666390,"[9495978, 5032661, 5032662]","[9495978, 5032661, 5032662]_1681666390_344185278",True,153.796,Radnor Bridge Road,tertiary
17,39,1681666390,1681666392,155808276,155808276_1681666390_1681666392,True,12.701,,tertiary
17,40,1681666392,33628474,5032700,5032700_1681666392_33628474,True,33.657,Ryland Place,tertiary
17,41,33628474,1681666390,5032662,5032662_1681666390_33628474,True,32.293,Radnor Bridge Road,tertiary
17,42,1681666390,1681666392,155808276,155808276_1681666390_1681666392,True,12.701,,tertiary
17,43,1681666392,344185262,5032700,5032700_1681666392_344185262,True,9.768,Ryland Place,tertiary
17,44,344185262,344185258,30954379,30954379_344185258_344185262,True,129.32999999999998,Lennard Road,residential
17,45,344185258,344185248,30954378,30954378_344185248_344185258,True,39.103,Martello Road,residential
17,46,344185248,344185253,30954378,30954378_344185248_344185253,True,60.973,Martello Road,residential
17,47,344185253,26739527,5032701,5032701_26739527_344185253,True,90.025,Dover Road,primary
17,48,26739527,26739528,5032701,5032701_26739527_26739528,True,40.266000000000005,Dover Road,primary
