cycle_number,edge_number,node_from,node_to,osm_id,expected_segment_id,edge_exists_in_graph,length,name,highway
38,7,1843843717,1843843729,208217427,208217427_1843843717_1843843729,True,75.212,Joslin Street,tertiary
38,8,1843843729,1843843742,208217427,208217427_1843843729_1843843742,True,109.482,Joslin Street,tertiary
38,9,1843843742,1843843768,208217427,208217427_1843843742_1843843768,True,105.132,Joslin Street,tertiary
38,10,1843843768,1843843775,208217427,208217427_1843843768_1843843775,True,47.243,Joslin Street,tertiary
38,11,1843843775,6982001607,746052313,746052313_1843843775_6982001607,True,59.431,Laurie Street,tertiary
38,12,6982001607,1843843785,380351567,380351567_1843843785_6982001607,True,54.361000000000004,Laurie Street,residential
38,13,1843843785,1843843790,208217417,208217417_1843843785_1843843790,True,58.171,Laurie Street,residential
38,14,1843843790,1843843811,208217418,208217418_1843843790_1843843811,True,223.59799999999998,Deborah Street,residential
38,15,1843843811,1843843818,208217418,208217418_1843843811_1843843818,True,146.81799999999998,Deborah Street,residential
38,16,1843843818,1843843815,173175142,173175142_1843843815_1843843818,True,19.616,Deborah Street,residential
38,17,1843843815,1843843818,173175142,173175142_1843843815_1843843818,True,19.616,Deborah Street,residential
38,18,1843843818,1843843811,208217418,208217418_1843843811_1843843818,True,146.81799999999998,Deborah Street,residential
38,19,1843843811,1843843790,208217418,208217418_1843843790_1843843811,True,223.59799999999998,Deborah Street,residential
38,20,1843843790,1843843785,208217417,208217417_1843843785_1843843790,True,58.171,Laurie Street,residential
38,21,1843843785,6982001607,380351567,380351567_1843843785_6982001607,True,54.361000000000004,Laurie Street,residential
38,22,6982001607,1843843775,746052313,746052313_1843843775_6982001607,True,59.431,Laurie Street,tertiary
38,23,1843843775,1843843768,208217427,208217427_1843843768_1843843775,True,47.243,Joslin Street,tertiary
38,24,1843843768,1843843742,208217427,208217427_1843843742_1843843768,True,105.132,Joslin Street,tertiary
38,25,1843843742,1843843729,208217427,208217427_1843843729_1843843742,True,109.482,Joslin Street,tertiary
38,26,1843843729,1843843717,208217427,208217427_1843843717_1843843729,True,75.212,Joslin Street,tertiary
38,27,1843843717,1843843682,208217427,208217427_1843843682_1843843717,True,445.35299999999995,Joslin Street,tertiary
38,28,1843843682,1840020417,263596304,263596304_1840020417_1843843682,True,35.223,Joslin Street,tertiary
38,29,1840020417,1840020403,263596304,263596304_1840020403_1840020417,True,104.96699999999998,Joslin Street,tertiary
38,30,1840020403,277136570,263596304,263596304_1840020403_277136570,True,219.808,Joslin Street,tertiary
38,31,277136570,355007398,"[611263091, 1221729707]","[611263091, 1221729707]_277136570_355007398",True,90.417,Park Avenue,secondary
38,32,355007398,2692226557,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
39,1,2692226557,355007398,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
39,2,355007398,355007369,"[611263090, 611263091]","[611263090, 611263091]_355007369_355007398",True,237.153,Park Avenue,secondary
39,3,355007369,1843843688,"[263596290, 263596322]","[263596290, 263596322]_1843843688_355007369",True,659.5469999999999,Park Avenue,secondary
39,4,1843843688,174779362,"[263596297, 263596290]","[263596297, 263596290]_174779362_1843843688",True,195.984,Park Avenue,secondary
39,5,174779362,277137722,263596297,263596297_174779362_277137722,True,113.52900000000001,Park Avenue,secondary
39,6,277137722,174779442,263596297,263596297_174779442_277137722,True,387.44500000000005,Park Avenue,secondary
39,7,174779442,7095468032,568378481,568378481_174779442_7095468032,True,75.757,Park Avenue,secondary
39,8,7095468032,9971218118,783194619,783194619_7095468032_9971218118,True,2.883,Charlestown Road,primary
39,9,9971218118,910329014,1088311659,1088311659_910329014_9971218118,True,24.009999999999998,Johnson Street,residential
39,10,910329014,277137689,22882256,22882256_277137689_910329014,True,144.58599999999998,Johnson Street,residential
39,11,277137689,910329014,22882256,22882256_277137689_910329014,True,144.58599999999998,Johnson Street,residential
39,12,910329014,9971218118,1088311659,1088311659_910329014_9971218118,True,24.009999999999998,Johnson Street,residential
39,13,9971218118,7095468032,783194619,783194619_7095468032_9971218118,True,2.883,Charlestown Road,primary
39,14,7095468032,174779442,568378481,568378481_174779442_7095468032,True,75.757,Park Avenue,secondary
39,15,174779442,277137722,263596297,263596297_174779442_277137722,True,387.44500000000005,Park Avenue,secondary
39,16,277137722,174779362,263596297,263596297_174779362_277137722,True,113.52900000000001,Park Avenue,secondary
39,17,174779362,1843843688,"[263596297, 263596290]","[263596297, 263596290]_174779362_1843843688",True,195.984,Park Avenue,secondary
39,18,1843843688,355007369,"[263596290, 263596322]","[263596290, 263596322]_1843843688_355007369",True,659.5469999999999,Park Avenue,secondary
39,19,355007369,355007398,"[611263090, 611263091]","[611263090, 611263091]_355007369_355007398",True,237.153,Park Avenue,secondary
39,20,355007398,2692226557,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
40,1,2692226557,355007398,263596313,263596313_2692226557_355007398,True,124.506,Howell Street,residential
