cycle_number,edge_number,node_from,node_to,osm_id,expected_segment_id,edge_exists_in_graph,length,name,highway
23,36,346174690,346176268,31133077,31133077_346174690_346176268,True,77.85799999999999,Endeavour Street,residential
23,37,346176268,346176270,31133077,31133077_346176268_346176270,True,105.543,Endeavour Street,residential
23,38,346176270,346176273,31133077,31133077_346176270_346176273,True,102.07,Endeavour Street,residential
23,39,346176273,6272833061,31133077,31133077_346176273_6272833061,True,65.937,Endeavour Street,residential
23,40,6272833061,346176290,31133077,31133077_346176290_6272833061,True,185.923,Endeavour Street,residential
23,41,346176290,346176330,31133078,31133078_346176290_346176330,True,63.72,Ford Close,residential
24,1,346176330,346176290,31133078,31133078_346176290_346176330,True,63.72,Ford Close,residential
24,2,346176290,6272833061,31133077,31133077_346176290_6272833061,True,185.923,Endeavour Street,residential
24,3,6272833061,346176273,31133077,31133077_346176273_6272833061,True,65.937,Endeavour Street,residential
24,4,346176273,346176270,31133077,31133077_346176270_346176273,True,102.07,Endeavour Street,residential
24,5,346176270,346176268,31133077,31133077_346176268_346176270,True,105.543,Endeavour Street,residential
24,6,346176268,346174690,31133077,31133077_346174690_346176268,True,77.85799999999999,Endeavour Street,residential
24,7,346174690,346176265,31133077,31133077_346174690_346176265,True,12.098,Endeavour Street,residential
24,8,346176265,346174572,31132966,31132966_346174572_346176265,True,75.45700000000001,Alexandra Avenue,secondary
24,9,346174572,6272833009,31132964,31132964_346174572_6272833009,True,3.335,,secondary
24,10,6272833009,6272833010,669796062,669796062_6272833009_6272833010,True,30.823999999999998,Aberglasslyn Road,secondary
24,11,6272833010,346174625,31132965,31132965_346174625_6272833010,True,49.598,Aberglasslyn Road,secondary
24,12,346174625,346174616,31132965,31132965_346174616_346174625,True,83.051,Aberglasslyn Road,secondary
24,13,346174616,346174609,31132965,31132965_346174609_346174616,True,143.441,Aberglasslyn Road,secondary
24,14,346174609,346191736,31132965,31132965_346174609_346191736,True,101.852,Aberglasslyn Road,secondary
24,15,346191736,8285365925,31132965,31132965_346191736_8285365925,True,71.68100000000001,Aberglasslyn Road,secondary
24,16,8285365925,470332290,509873291,509873291_470332290_8285365925,True,16.176,Aberglasslyn Road,secondary
24,17,470332290,1842584272,173446337,173446337_1842584272_470332290,True,86.953,New England Highway,trunk
24,18,1842584272,1842575719,575639209,575639209_1842575719_1842584272,True,164.497,New England Highway,trunk
